Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality
26,36,1.4871887999997853,0.4010427000002892,1.086146099999496,27,1.0,2.0,2,20,0
26,37,0.1382088999998814,0.11513420000028418,0.023074699999597215,31,1.0,2.0,2,5,0
26,38,2.137785499999154,0.24792939999952068,1.8898560999996334,28,1.0,2.0,2,18,0
26,39,4.943118099999992,0.09632469999996829,4.846793400000024,33,1.0,2.0,2,11,0
26,40,2.405052799999794,1.3981450999999652,1.0069076999998288,28,1.0,1.5,2,12,1
26,41,3.657766199999969,0.16164110000045184,3.4961250999995173,30,1.0,2.0,2,10,0
26,42,0.06545160000132455,0.04597020000073826,0.01948140000058629,22,1.0,1.5,2,10,1
26,43,0.549232800000027,0.2207933999998204,0.32843940000020666,27,1.0,2.0,2,16,0
26,44,0.7503618999999162,0.7297717999999804,0.020590099999935774,27,1.0,1.5,2,10,1
26,45,0.17006400000082067,0.09278300000005402,0.07728100000076665,33,1.0,2.0,2,9,0
26,46,0.4299135999999635,0.4129512999998042,0.016962300000159303,26,1.0,1.5,2,9,1
26,47,0.07276289999936125,0.04455199999938486,0.02821089999997639,30,1.0,2.0,2,5,0
26,48,0.24892609999915294,0.1354150999995909,0.11351099999956205,24,1.0,1.5,2,11,1
26,49,1.0724643999992622,0.047644499999478285,1.024819899999784,31,1.0,2.0,2,8,0
27,28,0.5127750999999989,0.4228465000005599,0.08992859999943903,27,1.0,1.5,2,16,1
27,29,1.0737208999998984,0.2679640999995172,0.8057568000003812,29,1.0,2.0,2,18,0
27,30,2.793036000000029,2.0786951999998564,0.7143408000001727,30,1.0,1.5,2,15,1
27,31,14.895380000000841,0.051470700000209035,14.843909300000632,33,1.0,2.0,2,8,0
27,32,20.899407199999587,1.6998544999996739,19.199552699999913,34,1.0,1.5,2,12,1
27,33,1.4264640999999756,0.6155614999997852,0.8109026000001904,30,1.0,2.0,2,19,0
27,34,5.085580799999661,3.050538699999379,2.0350421000002825,30,1.0,1.5,2,14,1
27,35,0.3029996999994182,0.09230969999953231,0.2106899999998859,36,1.0,2.0,2,5,0
27,36,9.189128100000744,1.9528416000002835,7.23628650000046,31,1.0,2.0,2,23,0
27,37,0.19231980000040494,0.055097899999964284,0.13722190000044066,35,1.0,2.0,2,4,0
27,38,7.907395799998994,0.4808248999997886,7.426570899999206,32,1.0,2.0,2,18,0
27,39,13.58155650000117,0.09415920000083133,13.487397300000339,37,1.0,2.0,2,5,0
27,40,4.631135800000266,3.135678600000574,1.4954571999996915,32,1.0,1.5,2,12,1
27,41,23.223510599999827,0.48469089999980497,22.738819700000022,34,1.0,2.0,2,6,0
27,42,0.11250850000033097,0.08717549999983021,0.02533300000050076,26,1.0,1.5,2,13,1
27,43,6.133912600000258,1.5698758000007729,4.564036799999485,31,1.0,2.0,2,19,0
27,44,2.546165300001121,2.5253318000004583,0.020833500000662752,31,1.0,1.5,2,12,1
27,45,0.11475590000009106,0.08469909999985248,0.03005680000023858,37,1.0,2.0,2,4,0
27,46,1.4910456999996313,1.474887299999864,0.016158399999767425,30,1.0,1.5,2,12,1
27,47,0.08196779999980208,0.046620699999948556,0.035347099999853526,34,1.0,2.0,2,5,0
27,48,0.6924451999993835,0.4925688999992417,0.19987630000014178,28,1.0,1.5,2,14,1
27,49,4.446045400000003,0.05645230000027368,4.389593099999729,35,1.0,2.0,2,4,0
28,29,0.07649669999955222,0.04618829999981244,0.030308399999739777,20,1.0,1.5,2,11,1
28,30,0.10584810000000289,0.09616809999988618,0.009680000000116706,21,1.0,1.0,1,7,0
28,31,0.7706112000005305,0.23986450000029436,0.5307467000002362,24,1.0,1.5,2,13,1
28,32,2.8750130999997054,1.2244994000002407,1.6505136999994647,25,1.0,1.0,1,12,0
28,33,0.04615199999989272,0.032864900000276975,0.013287099999615748,21,1.0,1.5,2,6,1
28,34,0.10712790000070527,0.08485050000035699,0.02227740000034828,21,1.0,1.0,1,9,0
28,35,0.9478859999999258,0.831563499999902,0.11632250000002387,27,1.0,1.5,2,15,1
28,36,0.23573690000011993,0.11659690000033152,0.11913999999978842,22,1.0,1.5,2,13,1
28,37,0.5711456999997608,0.488257999999405,0.08288770000035584,26,1.0,1.5,2,14,1
28,38,0.19516870000006747,0.07794879999983095,0.11721990000023652,23,1.0,1.5,2,13,1
28,39,0.842596999998932,0.8268642999992153,0.015732699999716715,28,1.0,1.5,2,15,1
28,40,0.3110886999993454,0.30080029999953695,0.010288399999808462,23,1.0,1.0,1,9,0
28,41,0.758712299999388,0.23286189999998896,0.5258503999993991,25,1.0,1.5,2,14,1
28,42,0.03167029999985971,0.02307550000023184,0.008594799999627867,17,1.0,1.0,1,5,0
28,43,0.05971950000002835,0.03692829999999958,0.022791200000028766,22,1.0,1.5,2,7,1
28,44,0.1819539000007353,0.15799170000082086,0.023962199999914446,22,1.0,1.0,1,10,0
28,45,0.8988761000000522,0.7725768000000244,0.12629930000002787,28,1.0,1.5,2,17,1
28,46,0.11863119999998162,0.09561359999952401,0.023017600000457605,21,1.0,1.0,1,9,0
28,47,0.32235529999979917,0.2605604000000312,0.06179489999976795,25,1.0,1.5,2,14,1
28,48,0.07268710000062129,0.05069820000062464,0.021988899999996647,19,1.0,1.0,1,8,0
28,49,0.292783199999576,0.2785097999994832,0.014273400000092806,26,1.0,1.5,2,13,1
29,30,0.3646017999999458,0.16922760000034032,0.19537419999960548,23,1.0,1.5,2,13,1
29,31,0.8498725999997987,0.14231889999973646,0.7075537000000622,26,1.0,2.0,2,18,0
29,32,6.384933100000126,1.929940500000157,4.454992599999969,27,1.0,1.5,2,17,1
29,33,0.11733989999993355,0.04778429999987566,0.0695556000000579,23,1.0,2.0,2,6,0
29,34,0.5292493999995713,0.1873758000001544,0.3418735999994169,23,1.0,1.5,2,13,1
29,35,1.8497042999997575,0.6019092999995337,1.2477950000002238,29,1.0,2.0,2,19,0
29,36,0.31105769999976474,0.14432300000044052,0.16673469999932422,24,1.0,2.0,2,11,0
29,37,1.2322347999997874,0.3629399999999805,0.8692947999998069,28,1.0,2.0,2,18,0
29,38,0.1693955000000642,0.0321008000000802,0.137294699999984,25,1.0,2.0,2,5,0
29,39,4.348775000000387,0.42271640000035404,3.926058600000033,30,1.0,2.0,2,18,0
29,40,1.340391499999896,0.5043627000004562,0.8360287999994398,25,1.0,1.5,2,15,1
29,41,0.831736400000409,0.1365248000001884,0.6952116000002206,27,1.0,2.0,2,18,0
29,42,0.05385900000055699,0.03190690000064933,0.02195209999990766,19,1.0,1.5,2,7,1
29,43,0.24387560000013764,0.04998599999998987,0.19388960000014777,24,1.0,2.0,2,7,0
29,44,0.5051481999998941,0.2664918000000398,0.23865639999985433,24,1.0,1.5,2,13,1
29,45,1.6626031000005241,0.4294612000003326,1.2331419000001915,30,1.0,2.0,2,17,0
29,46,0.3208102999997209,0.16243930000018736,0.15837099999953352,23,1.0,1.5,2,12,1
29,47,0.640052800000376,0.19459120000010444,0.4454616000002716,27,1.0,2.0,2,16,0
29,48,0.08257339999909163,0.06922559999929945,0.013347799999792187,21,1.0,1.5,2,11,1
29,49,1.205142099999648,0.17791989999932412,1.027222200000324,28,1.0,2.0,2,18,0
